name,value,year,lastValue,rank
toby,863,182,848,15
stanley,721,182,700,16
holly,616,182,616,17
meredith,612,182,610,18
nellie,497,182,484,19
david,454,182,454,20
robert,444,182,437,21
gabe,438,182,438,22
creed,425,182,423,23
karen,340,182,340,24
deangelo,253,182,253,25
clark,238,182,201,26
roy,233,182,233,27
charles,222,182,222,28
jo,195,182,195,29
todd,160,182,158,30
michael,11651,183,11651,1
dwight,7003,183,6982,2
jim,6409,183,6392,3
pam,5120,183,5098,4
andy,3866,183,3827,5
kevin,1607,183,1597,6
angela,1575,183,1559,7
erin,1439,183,1423,8
oscar,1385,183,1383,9
ryan,1307,183,1307,10
darryl,1221,183,1211,11
phyllis,1011,183,1011,12
kelly,937,183,937,13
jan,899,183,899,14
toby,870,183,863,15
stanley,723,183,721,16
holly,616,183,616,17
meredith,612,183,612,18
nellie,517,183,497,19
david,454,183,454,20
robert,446,183,444,21
gabe,438,183,438,22
creed,426,183,425,23
karen,340,183,340,24
deangelo,253,183,253,25
clark,244,183,238,26
roy,233,183,233,27
charles,222,183,222,28
jo,195,183,195,29
todd,160,183,160,30
michael,11651,184,11651,1
dwight,7057,184,7003,2
jim,6472,184,6409,3
pam,5150,184,5120,4
andy,3934,184,3866,5
kevin,1620,184,1607,6
angela,1605,184,1575,7
erin,1448,184,1439,8
oscar,1404,184,1385,9
ryan,1307,184,1307,10
darryl,1232,184,1221,11
phyllis,1015,184,1011,12
kelly,937,184,937,13
jan,899,184,899,14
toby,877,184,870,15
stanley,727,184,723,16
holly,616,184,616,17
meredith,613,184,612,18
nellie,522,184,517,19
david,491,184,454,20
robert,446,184,446,21
gabe,438,184,438,22
creed,428,184,426,23
karen,340,184,340,24
deangelo,253,184,253,25
clark,252,184,244,26
roy,233,184,233,27
charles,222,184,222,28
jo,195,184,195,29
todd,160,184,160,30
michael,11651,185,11651,1
dwight,7146,185,7057,2
jim,6563,185,6472,3
pam,5184,185,5150,4
andy,3978,185,3934,5
kevin,1650,185,1620,6
angela,1646,185,1605,7
erin,1470,185,1448,8
oscar,1434,185,1404,9
ryan,1307,185,1307,10
darryl,1262,185,1232,11
phyllis,1022,185,1015,12
kelly,937,185,937,13
jan,899,185,899,14
toby,877,185,877,15
stanley,731,185,727,16
meredith,622,185,613,17
holly,616,185,616,18
nellie,522,185,522,19
david,491,185,491,20
robert,446,185,446,21
gabe,438,185,438,22
creed,432,185,428,23
karen,340,185,340,24
clark,257,185,252,25
deangelo,253,185,253,26
roy,233,185,233,27
charles,222,185,222,28
jo,195,185,195,29
todd,160,185,160,30
michael,11653,186,11651,1
dwight,7222,186,7146,2
jim,6636,186,6563,3
pam,5229,186,5184,4
andy,4009,186,3978,5
kevin,1681,186,1650,6
angela,1669,186,1646,7
erin,1481,186,1470,8
oscar,1452,186,1434,9
ryan,1322,186,1307,10
darryl,1281,186,1262,11
phyllis,1039,186,1022,12
kelly,949,186,937,13
jan,899,186,899,14
toby,890,186,877,15
stanley,739,186,731,16
meredith,637,186,622,17
holly,616,186,616,18
nellie,531,186,522,19
david,493,186,491,20
robert,446,186,446,21
creed,440,186,432,22
gabe,438,186,438,23
karen,340,186,340,24
clark,260,186,257,25
deangelo,253,186,253,26
roy,233,186,233,27
charles,222,186,222,28
jo,195,186,195,29
todd,160,186,160,30
