name,value,year,lastValue,rank
dwight,2588,65,2539,2
jim,2465,65,2388,3
pam,1976,65,1929,4
jan,785,65,761,5
andy,627,65,615,6
ryan,627,65,622,7
angela,596,65,579,8
kevin,508,65,485,9
toby,390,65,339,10
kelly,375,65,371,11
oscar,327,65,323,12
phyllis,318,65,295,13
karen,317,65,317,14
stanley,284,65,279,15
darryl,229,65,226,16
roy,208,65,208,17
creed,196,65,188,18
meredith,168,65,159,19
david,83,65,83,20
holly,73,65,0,21
todd,54,65,54,22
charles,0,65,0,23
clark,0,65,0,24
deangelo,0,65,0,25
erin,0,65,0,26
gabe,0,65,0,27
jo,0,65,0,28
nellie,0,65,0,29
robert,0,65,0,30
michael,6191,66,6059,1
dwight,2649,66,2588,2
jim,2533,66,2465,3
pam,2012,66,1976,4
jan,798,66,785,5
andy,658,66,627,6
ryan,647,66,627,7
angela,622,66,596,8
kevin,522,66,508,9
toby,393,66,390,10
kelly,392,66,375,11
oscar,351,66,327,12
phyllis,334,66,318,13
karen,317,66,317,14
stanley,292,66,284,15
darryl,242,66,229,16
roy,208,66,208,17
creed,201,66,196,18
meredith,175,66,168,19
holly,129,66,73,20
david,83,66,83,21
todd,54,66,54,22
charles,0,66,0,23
clark,0,66,0,24
deangelo,0,66,0,25
erin,0,66,0,26
gabe,0,66,0,27
jo,0,66,0,28
nellie,0,66,0,29
robert,0,66,0,30
michael,6259,67,6191,1
dwight,2664,67,2649,2
jim,2562,67,2533,3
pam,2021,67,2012,4
jan,798,67,798,5
andy,670,67,658,6
ryan,659,67,647,7
angela,624,67,622,8
kevin,535,67,522,9
kelly,395,67,392,10
toby,393,67,393,11
oscar,358,67,351,12
phyllis,340,67,334,13
karen,317,67,317,14
stanley,297,67,292,15
darryl,242,67,242,16
roy,208,67,208,17
creed,203,67,201,18
meredith,198,67,175,19
holly,183,67,129,20
david,83,67,83,21
todd,54,67,54,22
charles,0,67,0,23
clark,0,67,0,24
deangelo,0,67,0,25
erin,0,67,0,26
gabe,0,67,0,27
jo,0,67,0,28
nellie,0,67,0,29
robert,0,67,0,30
michael,6342,68,6259,1
dwight,2703,68,2664,2
jim,2590,68,2562,3
pam,2046,68,2021,4
jan,849,68,798,5
andy,683,68,670,6
ryan,659,68,659,7
angela,640,68,624,8
kevin,547,68,535,9
kelly,397,68,395,10
toby,396,68,393,11
oscar,362,68,358,12
phyllis,347,68,340,13
karen,317,68,317,14
stanley,299,68,297,15
darryl,251,68,242,16
roy,208,68,208,17
creed,205,68,203,18
meredith,199,68,198,19
holly,197,68,183,20
david,83,68,83,21
todd,54,68,54,22
charles,0,68,0,23
clark,0,68,0,24
deangelo,0,68,0,25
erin,0,68,0,26
gabe,0,68,0,27
jo,0,68,0,28
nellie,0,68,0,29
robert,0,68,0,30
michael,6438,69,6342,1
dwight,2736,69,2703,2
jim,2626,69,2590,3
pam,2061,69,2046,4
jan,849,69,849,5
andy,690,69,683,6
ryan,659,69,659,7
angela,648,69,640,8
kevin,552,69,547,9
kelly,397,69,397,10
toby,396,69,396,11
phyllis,371,69,347,12
oscar,367,69,362,13
karen,317,69,317,14
stanley,300,69,299,15
darryl,259,69,251,16
holly,233,69,197,17
roy,222,69,208,18
creed,207,69,205,19
meredith,199,69,199,20
david,88,69,83,21
todd,54,69,54,22
charles,0,69,0,23
clark,0,69,0,24
deangelo,0,69,0,25
erin,0,69,0,26
gabe,0,69,0,27
jo,0,69,0,28
nellie,0,69,0,29
robert,0,69,0,30
michael,6545,70,6438,1
dwight,2774,70,2736,2
jim,2651,70,2626,3
pam,2086,70,2061,4
jan,849,70,849,5
andy,734,70,690,6
ryan,663,70,659,7
angela,656,70,648,8
kevin,557,70,552,9
kelly,404,70,397,10
toby,396,70,396,11
phyllis,376,70,371,12
oscar,373,70,367,13
karen,317,70,317,14
darryl,316,70,259,15
holly,313,70,233,16
stanley,301,70,300,17
roy,222,70,222,18
creed,209,70,207,19
meredith,200,70,199,20
david,88,70,88,21
todd,54,70,54,22
charles,0,70,0,23
clark,0,70,0,24
deangelo,0,70,0,25
erin,0,70,0,26
gabe,0,70,0,27
jo,0,70,0,28
nellie,0,70,0,29
robert,0,70,0,30
michael,6618,71,6545,1
dwight,2874,71,2774,2
jim,2763,71,2651,3
pam,2121,71,2086,4
jan,849,71,849,5
andy,764,71,734,6
ryan,669,71,663,7
angela,662,71,656,8
kevin,560,71,557,9
kelly,427,71,404,10
toby,396,71,396,11
phyllis,381,71,376,12
oscar,373,71,373,13
darryl,317,71,316,14
karen,317,71,317,15
holly,313,71,313,16
stanley,306,71,301,17
roy,222,71,222,18
creed,209,71,209,19
meredith,201,71,200,20
david,88,71,88,21
todd,54,71,54,22
charles,0,71,0,23
clark,0,71,0,24
deangelo,0,71,0,25
erin,0,71,0,26
gabe,0,71,0,27
jo,0,71,0,28
nellie,0,71,0,29
robert,0,71,0,30
michael,6695,72,6618,1
dwight,2890,72,2874,2
jim,2785,72,2763,3
pam,2135,72,2121,4
jan,849,72,849,5
andy,833,72,764,6
ryan,682,72,669,7
angela,672,72,662,8
kevin,562,72,560,9
kelly,442,72,427,10
oscar,411,72,373,11
toby,396,72,396,12
phyllis,383,72,381,13
darryl,317,72,317,14
karen,317,72,317,15
holly,313,72,313,16
stanley,309,72,306,17
roy,222,72,222,18
creed,210,72,209,19
meredith,206,72,201,20
david,105,72,88,21
todd,54,72,54,22
charles,0,72,0,23
clark,0,72,0,24
deangelo,0,72,0,25
erin,0,72,0,26
gabe,0,72,0,27
jo,0,72,0,28
nellie,0,72,0,29
robert,0,72,0,30
michael,6785,73,6695,1
dwight,2928,73,2890,2
jim,2816,73,2785,3
pam,2161,73,2135,4
jan,849,73,849,5
andy,839,73,833,6
ryan,700,73,682,7
angela,674,73,672,8
kevin,564,73,562,9
kelly,452,73,442,10
toby,425,73,396,11
oscar,414,73,411,12
phyllis,386,73,383,13
darryl,317,73,317,14
karen,317,73,317,15
holly,313,73,313,16
stanley,309,73,309,17
roy,222,73,222,18
creed,212,73,210,19
meredith,208,73,206,20
david,116,73,105,21
todd,54,73,54,22
charles,0,73,0,23
clark,0,73,0,24
deangelo,0,73,0,25
erin,0,73,0,26
gabe,0,73,0,27
jo,0,73,0,28
nellie,0,73,0,29
robert,0,73,0,30
michael,6885,74,6785,1
dwight,2957,74,2928,2
jim,2847,74,2816,3
pam,2219,74,2161,4
andy,857,74,839,5
jan,849,74,849,6
ryan,700,74,700,7
angela,697,74,674,8
kevin,567,74,564,9
kelly,453,74,452,10
oscar,445,74,414,11
toby,427,74,425,12
phyllis,388,74,386,13
darryl,317,74,317,14
karen,317,74,317,15
stanley,313,74,309,16
holly,313,74,313,17
roy,222,74,222,18
creed,213,74,212,19
meredith,209,74,208,20
david,122,74,116,21
todd,54,74,54,22
charles,0,74,0,23
clark,0,74,0,24
deangelo,0,74,0,25
erin,0,74,0,26
gabe,0,74,0,27
jo,0,74,0,28
nellie,0,74,0,29
robert,0,74,0,30
michael,6950,75,6885,1
dwight,2984,75,2957,2
jim,2873,75,2847,3
pam,2225,75,2219,4
andy,865,75,857,5
jan,849,75,849,6
angela,709,75,697,7
ryan,700,75,700,8
kevin,570,75,567,9
kelly,454,75,453,10
oscar,450,75,445,11
toby,442,75,427,12
phyllis,407,75,388,13
darryl,323,75,317,14
stanley,317,75,313,15
karen,317,75,317,16
holly,313,75,313,17
meredith,245,75,209,18
roy,222,75,222,19
creed,214,75,213,20
david,122,75,122,21
todd,54,75,54,22
charles,0,75,0,23
clark,0,75,0,24
deangelo,0,75,0,25
erin,0,75,0,26
gabe,0,75,0,27
jo,0,75,0,28
nellie,0,75,0,29
robert,0,75,0,30
michael,7002,76,6950,1
dwight,3050,76,2984,2
jim,2907,76,2873,3
pam,2234,76,2225,4
andy,930,76,865,5
jan,849,76,849,6
angela,731,76,709,7
ryan,700,76,700,8
kevin,578,76,570,9
oscar,460,76,450,10
kelly,456,76,454,11
toby,442,76,442,12
phyllis,410,76,407,13
darryl,323,76,323,14
stanley,319,76,317,15
karen,317,76,317,16
holly,313,76,313,17
meredith,251,76,245,18
roy,222,76,222,19
creed,216,76,214,20
david,130,76,122,21
todd,54,76,54,22
charles,0,76,0,23
clark,0,76,0,24
deangelo,0,76,0,25
erin,0,76,0,26
gabe,0,76,0,27
jo,0,76,0,28
nellie,0,76,0,29
robert,0,76,0,30
michael,7093,77,7002,1
dwight,3124,77,3050,2
jim,2921,77,2907,3
pam,2239,77,2234,4
andy,935,77,930,5
jan,849,77,849,6
angela,734,77,731,7
ryan,700,77,700,8
kevin,592,77,578,9
oscar,463,77,460,10
kelly,458,77,456,11
toby,442,77,442,12
phyllis,414,77,410,13
stanley,324,77,319,14
darryl,323,77,323,15
karen,317,77,317,16
holly,313,77,313,17
meredith,253,77,251,18
roy,222,77,222,19
creed,217,77,216,20
david,139,77,130,21
todd,54,77,54,22
charles,0,77,0,23
clark,0,77,0,24
deangelo,0,77,0,25
erin,0,77,0,26
gabe,0,77,0,27
jo,0,77,0,28
nellie,0,77,0,29
robert,0,77,0,30
michael,7212,78,7093,1
dwight,3197,78,3124,2
jim,2956,78,2921,3
pam,2271,78,2239,4
andy,958,78,935,5
jan,849,78,849,6
angela,750,78,734,7
ryan,700,78,700,8
kevin,600,78,592,9
oscar,474,78,463,10
kelly,461,78,458,11
toby,442,78,442,12
phyllis,426,78,414,13
stanley,352,78,324,14
darryl,329,78,323,15
karen,317,78,317,16
holly,313,78,313,17
meredith,256,78,253,18
creed,222,78,217,19
roy,222,78,222,20
david,149,78,139,21
todd,54,78,54,22
charles,0,78,0,23
clark,0,78,0,24
deangelo,0,78,0,25
erin,0,78,0,26
gabe,0,78,0,27
jo,0,78,0,28
nellie,0,78,0,29
robert,0,78,0,30
michael,7267,79,7212,1
dwight,3222,79,3197,2
jim,2990,79,2956,3
pam,2306,79,2271,4
andy,985,79,958,5
jan,849,79,849,6
angela,750,79,750,7
ryan,700,79,700,8
kevin,600,79,600,9
oscar,475,79,474,10
kelly,469,79,461,11
toby,442,79,442,12
phyllis,429,79,426,13
stanley,359,79,352,14
karen,337,79,317,15
darryl,329,79,329,16
holly,313,79,313,17
meredith,256,79,256,18
creed,227,79,222,19
roy,222,79,222,20
david,149,79,149,21
todd,54,79,54,22
charles,0,79,0,23
clark,0,79,0,24
deangelo,0,79,0,25
erin,0,79,0,26
gabe,0,79,0,27
jo,0,79,0,28
nellie,0,79,0,29
robert,0,79,0,30
michael,7317,80,7267,1
dwight,3255,80,3222,2
jim,3023,80,2990,3
pam,2344,80,2306,4
andy,985,80,985,5
jan,849,80,849,6
angela,769,80,750,7
ryan,700,80,700,8
kevin,618,80,600,9
oscar,488,80,475,10
kelly,487,80,469,11
toby,442,80,442,12
phyllis,430,80,429,13
stanley,361,80,359,14
karen,339,80,337,15
darryl,329,80,329,16
holly,313,80,313,17
meredith,265,80,256,18
creed,229,80,227,19
roy,222,80,222,20
david,149,80,149,21
todd,54,80,54,22
charles,0,80,0,23
clark,0,80,0,24
deangelo,0,80,0,25
erin,0,80,0,26
gabe,0,80,0,27
jo,0,80,0,28
nellie,0,80,0,29
robert,0,80,0,30
michael,7405,81,7317,1
dwight,3288,81,3255,2
jim,3060,81,3023,3
pam,2378,81,2344,4
andy,985,81,985,5
jan,849,81,849,6
angela,773,81,769,7
ryan,700,81,700,8
kevin,633,81,618,9
oscar,502,81,488,10
kelly,496,81,487,11
toby,442,81,442,12
phyllis,441,81,430,13
stanley,363,81,361,14
karen,339,81,339,15
darryl,329,81,329,16
holly,313,81,313,17
meredith,268,81,265,18
creed,229,81,229,19
roy,222,81,222,20
david,149,81,149,21
todd,54,81,54,22
charles,0,81,0,23
clark,0,81,0,24
deangelo,0,81,0,25
erin,0,81,0,26
gabe,0,81,0,27
jo,0,81,0,28
nellie,0,81,0,29
robert,0,81,0,30
michael,7518,82,7405,1
dwight,3359,82,3288,2
jim,3099,82,3060,3
pam,2402,82,2378,4
andy,997,82,985,5
jan,849,82,849,6
angela,773,82,773,7
ryan,700,82,700,8
kevin,643,82,633,9
oscar,509,82,502,10
kelly,496,82,496,11
toby,442,82,442,12
phyllis,441,82,441,13
stanley,364,82,363,14
karen,339,82,339,15
darryl,332,82,329,16
holly,313,82,313,17
meredith,268,82,268,18
creed,231,82,229,19
roy,222,82,222,20
david,174,82,149,21
todd,54,82,54,22
charles,0,82,0,23
clark,0,82,0,24
deangelo,0,82,0,25
erin,0,82,0,26
gabe,0,82,0,27
jo,0,82,0,28
nellie,0,82,0,29
robert,0,82,0,30
michael,7622,83,7518,1
dwight,3380,83,3359,2
jim,3129,83,3099,3
pam,2416,83,2402,4
andy,1003,83,997,5
jan,849,83,849,6
angela,781,83,773,7
ryan,700,83,700,8
kevin,648,83,643,9
oscar,512,83,509,10
kelly,503,83,496,11
phyllis,444,83,441,12
toby,442,83,442,13
stanley,366,83,364,14
karen,339,83,339,15
darryl,332,83,332,16
holly,313,83,313,17
meredith,269,83,268,18
creed,233,83,231,19
roy,222,83,222,20
david,192,83,174,21
charles,66,83,0,22
todd,54,83,54,23
clark,0,83,0,24
deangelo,0,83,0,25
erin,0,83,0,26
gabe,0,83,0,27
jo,0,83,0,28
nellie,0,83,0,29
robert,0,83,0,30
michael,7710,84,7622,1
dwight,3392,84,3380,2
jim,3155,84,3129,3
pam,2454,84,2416,4
andy,1017,84,1003,5
jan,849,84,849,6
angela,788,84,781,7
ryan,700,84,700,8
kevin,661,84,648,9
oscar,524,84,512,10
kelly,510,84,503,11
phyllis,447,84,444,12
toby,443,84,442,13
stanley,373,84,366,14
karen,339,84,339,15
darryl,332,84,332,16
holly,313,84,313,17
meredith,271,84,269,18
creed,234,84,233,19
roy,222,84,222,20
david,192,84,192,21
charles,91,84,66,22
todd,54,84,54,23
clark,0,84,0,24
deangelo,0,84,0,25
erin,0,84,0,26
gabe,0,84,0,27
jo,0,84,0,28
nellie,0,84,0,29
robert,0,84,0,30
michael,7790,85,7710,1
dwight,3409,85,3392,2
jim,3190,85,3155,3
pam,2519,85,2454,4
andy,1033,85,1017,5
jan,849,85,849,6
angela,791,85,788,7
ryan,711,85,700,8
kevin,671,85,661,9
oscar,525,85,524,10
kelly,511,85,510,11
phyllis,449,85,447,12
toby,443,85,443,13
stanley,377,85,373,14
karen,339,85,339,15
darryl,332,85,332,16
holly,313,85,313,17
meredith,271,85,271,18
creed,235,85,234,19
roy,222,85,222,20
david,192,85,192,21
charles,132,85,91,22
todd,54,85,54,23
clark,0,85,0,24
deangelo,0,85,0,25
erin,0,85,0,26
gabe,0,85,0,27
jo,0,85,0,28
nellie,0,85,0,29
robert,0,85,0,30
michael,7836,86,7790,1
dwight,3439,86,3409,2
jim,3218,86,3190,3
pam,2564,86,2519,4
andy,1052,86,1033,5
jan,849,86,849,6
angela,791,86,791,7
ryan,736,86,711,8
kevin,673,86,671,9
oscar,530,86,525,10
kelly,516,86,511,11
phyllis,450,86,449,12
toby,446,86,443,13
stanley,380,86,377,14
karen,339,86,339,15
darryl,332,86,332,16
holly,313,86,313,17
meredith,272,86,271,18
creed,237,86,235,19
roy,222,86,222,20
david,192,86,192,21
charles,157,86,132,22
todd,54,86,54,23
erin,17,86,0,24
clark,0,86,0,25
deangelo,0,86,0,26
gabe,0,86,0,27
jo,0,86,0,28
nellie,0,86,0,29
robert,0,86,0,30
michael,7932,87,7836,1
dwight,3522,87,3439,2
jim,3245,87,3218,3
pam,2583,87,2564,4
andy,1083,87,1052,5
jan,849,87,849,6
angela,791,87,791,7
ryan,746,87,736,8
kevin,674,87,673,9
oscar,530,87,530,10
kelly,517,87,516,11
phyllis,455,87,450,12
toby,446,87,446,13
stanley,381,87,380,14
karen,339,87,339,15
darryl,332,87,332,16
holly,313,87,313,17
meredith,272,87,272,18
creed,237,87,237,19
roy,222,87,222,20
david,192,87,192,21
charles,171,87,157,22
todd,54,87,54,23
erin,17,87,17,24
clark,0,87,0,25
deangelo,0,87,0,26
gabe,0,87,0,27
jo,0,87,0,28
nellie,0,87,0,29
robert,0,87,0,30
michael,8008,88,7932,1
dwight,3547,88,3522,2
jim,3275,88,3245,3
pam,2616,88,2583,4
andy,1086,88,1083,5
jan,849,88,849,6
angela,793,88,791,7
ryan,770,88,746,8
kevin,675,88,674,9
oscar,530,88,530,10
kelly,519,88,517,11
phyllis,456,88,455,12
toby,446,88,446,13
stanley,382,88,381,14
karen,339,88,339,15
darryl,332,88,332,16
holly,313,88,313,17
meredith,272,88,272,18
creed,237,88,237,19
david,229,88,192,20
roy,222,88,222,21
charles,210,88,171,22
todd,54,88,54,23
erin,18,88,17,24
clark,0,88,0,25
deangelo,0,88,0,26
gabe,0,88,0,27
jo,0,88,0,28
nellie,0,88,0,29
robert,0,88,0,30
michael,8103,89,8008,1
dwight,3596,89,3547,2
jim,3304,89,3275,3
pam,2646,89,2616,4
andy,1098,89,1086,5
jan,849,89,849,6
angela,798,89,793,7
ryan,795,89,770,8
kevin,676,89,675,9
oscar,535,89,530,10
kelly,521,89,519,11
phyllis,469,89,456,12
toby,459,89,446,13
stanley,394,89,382,14
karen,339,89,339,15
darryl,333,89,332,16
holly,313,89,313,17
meredith,280,89,272,18
creed,246,89,237,19
david,229,89,229,20
roy,222,89,222,21
charles,210,89,210,22
todd,54,89,54,23
erin,28,89,18,24
clark,0,89,0,25
deangelo,0,89,0,26
gabe,0,89,0,27
jo,0,89,0,28
nellie,0,89,0,29
robert,0,89,0,30
michael,8188,90,8103,1
dwight,3628,90,3596,2
jim,3321,90,3304,3
pam,2665,90,2646,4
andy,1114,90,1098,5
jan,849,90,849,6
angela,815,90,798,7
ryan,797,90,795,8
kevin,691,90,676,9
oscar,541,90,535,10
kelly,532,90,521,11
phyllis,497,90,469,12
toby,459,90,459,13
stanley,396,90,394,14
karen,339,90,339,15
darryl,333,90,333,16
holly,313,90,313,17
meredith,281,90,280,18
creed,249,90,246,19
david,229,90,229,20
roy,222,90,222,21
charles,210,90,210,22
todd,54,90,54,23
erin,51,90,28,24
clark,0,90,0,25
deangelo,0,90,0,26
gabe,0,90,0,27
jo,0,90,0,28
nellie,0,90,0,29
robert,0,90,0,30
michael,8243,91,8188,1
dwight,3669,91,3628,2
jim,3345,91,3321,3
pam,2690,91,2665,4
andy,1126,91,1114,5
jan,849,91,849,6
angela,818,91,815,7
ryan,797,91,797,8
kevin,696,91,691,9
oscar,543,91,541,10
kelly,532,91,532,11
phyllis,501,91,497,12
toby,461,91,459,13
stanley,398,91,396,14
holly,351,91,313,15
karen,339,91,339,16
darryl,333,91,333,17
meredith,283,91,281,18
creed,249,91,249,19
david,242,91,229,20
charles,222,91,210,21
roy,222,91,222,22
erin,54,91,51,23
todd,54,91,54,24
clark,0,91,0,25
deangelo,0,91,0,26
gabe,0,91,0,27
jo,0,91,0,28
nellie,0,91,0,29
robert,0,91,0,30
michael,8341,92,8243,1
dwight,3694,92,3669,2
jim,3389,92,3345,3
pam,2719,92,2690,4
andy,1167,92,1126,5
jan,849,92,849,6
angela,823,92,818,7
ryan,798,92,797,8
kevin,710,92,696,9
oscar,553,92,543,10
kelly,541,92,532,11
phyllis,508,92,501,12
toby,462,92,461,13
stanley,410,92,398,14
holly,351,92,351,15
karen,339,92,339,16
darryl,333,92,333,17
meredith,287,92,283,18
creed,255,92,249,19
david,242,92,242,20
charles,222,92,222,21
roy,222,92,222,22
erin,61,92,54,23
todd,54,92,54,24
clark,0,92,0,25
deangelo,0,92,0,26
gabe,0,92,0,27
jo,0,92,0,28
nellie,0,92,0,29
robert,0,92,0,30
michael,8413,93,8341,1
dwight,3726,93,3694,2
jim,3408,93,3389,3
pam,2743,93,2719,4
andy,1174,93,1167,5
jan,849,93,849,6
angela,826,93,823,7
ryan,803,93,798,8
kevin,711,93,710,9
oscar,560,93,553,10
kelly,544,93,541,11
phyllis,510,93,508,12
toby,488,93,462,13
stanley,412,93,410,14
holly,351,93,351,15
darryl,348,93,333,16
karen,339,93,339,17
meredith,293,93,287,18
david,277,93,242,19
creed,259,93,255,20
charles,222,93,222,21
roy,222,93,222,22
erin,64,93,61,23
todd,54,93,54,24
clark,0,93,0,25
deangelo,0,93,0,26
gabe,0,93,0,27
jo,0,93,0,28
nellie,0,93,0,29
robert,0,93,0,30
michael,8499,94,8413,1
dwight,3755,94,3726,2
jim,3499,94,3408,3
pam,2760,94,2743,4
andy,1177,94,1174,5
jan,849,94,849,6
angela,831,94,826,7
ryan,808,94,803,8
kevin,725,94,711,9
oscar,572,94,560,10
kelly,548,94,544,11
phyllis,523,94,510,12
toby,488,94,488,13
stanley,415,94,412,14
holly,351,94,351,15
darryl,348,94,348,16
karen,339,94,339,17
meredith,302,94,293,18
david,283,94,277,19
creed,262,94,259,20
charles,222,94,222,21
roy,222,94,222,22
erin,67,94,64,23
todd,54,94,54,24
clark,0,94,0,25
deangelo,0,94,0,26
gabe,0,94,0,27
jo,0,94,0,28
nellie,0,94,0,29
robert,0,94,0,30
michael,8631,95,8499,1
dwight,3840,95,3755,2
jim,3555,95,3499,3
pam,2830,95,2760,4
andy,1210,95,1177,5
jan,849,95,849,6
angela,843,95,831,7
ryan,811,95,808,8
kevin,755,95,725,9
oscar,581,95,572,10
kelly,551,95,548,11
phyllis,526,95,523,12
toby,492,95,488,13
stanley,422,95,415,14
holly,351,95,351,15
darryl,348,95,348,16
karen,339,95,339,17
meredith,308,95,302,18
david,283,95,283,19
creed,262,95,262,20
charles,222,95,222,21
roy,222,95,222,22
erin,77,95,67,23
todd,54,95,54,24
clark,0,95,0,25
deangelo,0,95,0,26
gabe,0,95,0,27
jo,0,95,0,28
nellie,0,95,0,29
robert,0,95,0,30
michael,8753,96,8631,1
dwight,3892,96,3840,2
jim,3569,96,3555,3
pam,2835,96,2830,4
andy,1269,96,1210,5
jan,849,96,849,6
angela,843,96,843,7
ryan,815,96,811,8
kevin,772,96,755,9
oscar,599,96,581,10
kelly,551,96,551,11
phyllis,527,96,526,12
toby,495,96,492,13
stanley,422,96,422,14
holly,351,96,351,15
darryl,348,96,348,16
karen,339,96,339,17
meredith,311,96,308,18
david,283,96,283,19
creed,263,96,262,20
charles,222,96,222,21
roy,222,96,222,22
erin,84,96,77,23
todd,54,96,54,24
clark,0,96,0,25
deangelo,0,96,0,26
gabe,0,96,0,27
jo,0,96,0,28
nellie,0,96,0,29
robert,0,96,0,30
michael,8838,97,8753,1
dwight,3922,97,3892,2
jim,3629,97,3569,3
pam,2895,97,2835,4
andy,1278,97,1269,5
jan,849,97,849,6
angela,848,97,843,7
ryan,823,97,815,8
kevin,778,97,772,9
oscar,605,97,599,10
kelly,561,97,551,11
phyllis,529,97,527,12
toby,510,97,495,13
stanley,423,97,422,14
holly,351,97,351,15
darryl,348,97,348,16
karen,339,97,339,17
meredith,315,97,311,18
david,283,97,283,19
creed,264,97,263,20
charles,222,97,222,21
roy,222,97,222,22
erin,96,97,84,23
todd,54,97,54,24
clark,0,97,0,25
deangelo,0,97,0,26
gabe,0,97,0,27
jo,0,97,0,28
nellie,0,97,0,29
robert,0,97,0,30
michael,8923,98,8838,1
dwight,3936,98,3922,2
jim,3678,98,3629,3
pam,2934,98,2895,4
andy,1315,98,1278,5
angela,858,98,848,6
jan,849,98,849,7
ryan,824,98,823,8
kevin,788,98,778,9
oscar,616,98,605,10
kelly,563,98,561,11
phyllis,538,98,529,12
toby,510,98,510,13
stanley,426,98,423,14
darryl,355,98,348,15
holly,351,98,351,16
karen,339,98,339,17
meredith,323,98,315,18
david,283,98,283,19
creed,267,98,264,20
charles,222,98,222,21
roy,222,98,222,22
erin,113,98,96,23
todd,54,98,54,24
clark,0,98,0,25
deangelo,0,98,0,26
gabe,0,98,0,27
jo,0,98,0,28
nellie,0,98,0,29
robert,0,98,0,30
michael,9038,99,8923,1
dwight,3986,99,3936,2
jim,3704,99,3678,3
pam,3004,99,2934,4
andy,1343,99,1315,5
angela,860,99,858,6
jan,849,99,849,7
ryan,832,99,824,8
kevin,794,99,788,9
oscar,619,99,616,10
kelly,568,99,563,11
phyllis,540,99,538,12
toby,517,99,510,13
stanley,427,99,426,14
darryl,355,99,355,15
holly,351,99,351,16
karen,339,99,339,17
meredith,324,99,323,18
david,283,99,283,19
creed,269,99,267,20
charles,222,99,222,21
roy,222,99,222,22
erin,116,99,113,23
todd,54,99,54,24
clark,0,99,0,25
deangelo,0,99,0,26
gabe,0,99,0,27
jo,0,99,0,28
nellie,0,99,0,29
robert,0,99,0,30
michael,9105,100,9038,1
dwight,4016,100,3986,2
jim,3751,100,3704,3
pam,3016,100,3004,4
andy,1367,100,1343,5
angela,866,100,860,6
jan,849,100,849,7
ryan,833,100,832,8
kevin,805,100,794,9
oscar,627,100,619,10
kelly,569,100,568,11
phyllis,545,100,540,12
toby,517,100,517,13
stanley,433,100,427,14
darryl,355,100,355,15
holly,351,100,351,16
karen,339,100,339,17
meredith,328,100,324,18
david,287,100,283,19
creed,271,100,269,20
charles,222,100,222,21
roy,222,100,222,22
erin,131,100,116,23
todd,54,100,54,24
clark,0,100,0,25
deangelo,0,100,0,26
gabe,0,100,0,27
jo,0,100,0,28
nellie,0,100,0,29
robert,0,100,0,30
michael,9176,101,9105,1
dwight,4042,101,4016,2
jim,3789,101,3751,3
pam,3029,101,3016,4
andy,1381,101,1367,5
angela,866,101,866,6
ryan,851,101,833,7
jan,849,101,849,8
kevin,809,101,805,9
oscar,645,101,627,10
kelly,569,101,569,11
phyllis,552,101,545,12
toby,517,101,517,13
stanley,437,101,433,14
darryl,355,101,355,15
holly,351,101,351,16
karen,339,101,339,17
meredith,329,101,328,18
david,301,101,287,19
creed,272,101,271,20
charles,222,101,222,21
roy,222,101,222,22
erin,134,101,131,23
todd,54,101,54,24
clark,0,101,0,25
deangelo,0,101,0,26
gabe,0,101,0,27
jo,0,101,0,28
nellie,0,101,0,29
robert,0,101,0,30
michael,9245,102,9176,1
dwight,4078,102,4042,2
jim,3827,102,3789,3
pam,3043,102,3029,4
andy,1403,102,1381,5
angela,869,102,866,6
ryan,855,102,851,7
jan,849,102,849,8
kevin,815,102,809,9
oscar,647,102,645,10
kelly,570,102,569,11
phyllis,556,102,552,12
toby,517,102,517,13
stanley,439,102,437,14
darryl,355,102,355,15
holly,351,102,351,16
karen,339,102,339,17
meredith,329,102,329,18
david,310,102,301,19
creed,273,102,272,20
charles,222,102,222,21
roy,222,102,222,22
erin,156,102,134,23
todd,54,102,54,24
clark,0,102,0,25
deangelo,0,102,0,26
gabe,0,102,0,27
jo,0,102,0,28
nellie,0,102,0,29
robert,0,102,0,30
michael,9340,103,9245,1
dwight,4115,103,4078,2
jim,3866,103,3827,3
pam,3059,103,3043,4
andy,1419,103,1403,5
angela,875,103,869,6
ryan,863,103,855,7
jan,849,103,849,8
kevin,828,103,815,9
oscar,660,103,647,10
phyllis,583,103,556,11
kelly,574,103,570,12
toby,523,103,517,13
stanley,444,103,439,14
darryl,358,103,355,15
holly,351,103,351,16
karen,339,103,339,17
meredith,332,103,329,18
david,329,103,310,19
creed,275,103,273,20
charles,222,103,222,21
roy,222,103,222,22
erin,168,103,156,23
todd,54,103,54,24
clark,0,103,0,25
deangelo,0,103,0,26
gabe,0,103,0,27
jo,0,103,0,28
nellie,0,103,0,29
robert,0,103,0,30
michael,9384,104,9340,1
dwight,4132,104,4115,2
jim,3866,104,3866,3
pam,3064,104,3059,4
andy,1420,104,1419,5
angela,877,104,875,6
ryan,864,104,863,7
jan,849,104,849,8
kevin,830,104,828,9
oscar,660,104,660,10
phyllis,583,104,583,11
kelly,574,104,574,12
toby,541,104,523,13
stanley,444,104,444,14
darryl,358,104,358,15
holly,351,104,351,16
karen,339,104,339,17
meredith,332,104,332,18
david,329,104,329,19
creed,275,104,275,20
charles,222,104,222,21
roy,222,104,222,22
